version,mis_a_jour,ordre_pack,categorie_pack,nom_pack,payant,description_pack,ordre_carte,id_carte,titre_carte,emoji,texte_carte,type_carte,ambiance
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",18,seduction-18,Détail caché,🧦,Porter un détail discret mais excitant et laisser l’autre le découvrir de près.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",19,seduction-19,Note sexy,📝,Cacher un message intime dans un endroit privé où l’autre le découvrira seul·e.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",20,seduction-20,Compte à rebours,⏳,Fixer une heure pour vous retrouver et envoyer un rappel excitant avant.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",21,seduction-21,Invitation,💌,"Envoyer une invitation privée avec l’heure, le lieu et une consigne séduisante.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",22,seduction-22,Drague,😏,Draguer l’autre pendant dix minutes comme si vous cherchiez à le/la séduire pour la première fois.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",23,seduction-23,Résistance,🫦,Jouer à résister au charme de l’autre jusqu’à ce qu’une phrase convenue autorise le contact.,practice,aventureux
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",24,seduction-24,Baiser interrompu,⏸️,"S’embrasser brièvement, s’éloigner juste avant que ça déborde, puis recommencer trois fois.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",25,seduction-25,Souvenir hot,🧠,Décrire à l’autre un souvenir sexuel précis que vous aimeriez revivre en partie.,discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",26,seduction-26,J’ai envie,🔥,"Dire clairement “ce soir, j’ai envie de toi” et ajouter une action précise.",discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",27,seduction-27,Préparation,🪞,Vous préparer chacun séparément pendant quinze minutes avant de vous retrouver.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",28,seduction-28,Danse privée,💃,Faire une danse sexy d’une chanson entière juste pour l’autre.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",29,seduction-29,Premier contact,🕰️,Rester proches pendant cinq minutes avant d’autoriser le premier toucher.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",30,seduction-30,Règle de flirt,📏,"Inventer une règle de séduction pour la soirée, comme “pas de baiser avant le dessert”.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",31,seduction-31,Trois indices,🔎,"Donner trois indices sur une envie, puis laisser l’autre proposer ce qu’il/elle a compris.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",32,seduction-32,Emoji secret,😈,Envoyer une envie en trois emojis et laisser l’autre la deviner.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",33,seduction-33,Vouvoiement,🎭,Vous vouvoyer pendant dix minutes pour créer une tension inhabituelle.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",34,seduction-34,Trajet chaud,🚗,"Pendant un trajet privé, dire une phrase excitante sur ce que vous ferez en rentrant.",discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",35,seduction-35,Compliment sexuel,🫶,Dire à l’autre trois détails physiques qui vous excitent chez lui/elle.,discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",36,seduction-36,Attirance,🧲,Décrire une partie du corps de l’autre que vous avez envie d’embrasser ou de toucher.,discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",37,seduction-37,Remarque-moi,✨,Dire à l’autre un détail de vous que vous aimeriez qu’il/elle remarque ce soir.,discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",38,seduction-38,Ambiance choisie,🎛️,"Laisser l’autre choisir la lumière, la musique et le rythme du début de soirée.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",39,seduction-39,Strip soft,👗,"Enlever trois vêtements lentement devant l’autre, juste pour faire monter l’envie.",practice,aventureux
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",40,seduction-40,Défi séduction,🎯,Donner à l’autre un défi de séduction réalisable en moins de dix minutes.,practice,aventureux
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",41,seduction-41,Phrase crue,🌶️,Susurrer une phrase sexuelle directe à l’oreille de l’autre.,discussion,aventureux
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",42,seduction-42,Pas encore,⛔,"Quand l’autre veut vous embrasser ou vous toucher, dire “pas encore” une fois pour prolonger l’attente.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",43,seduction-43,Attente,🕯️,Faire durer le moment cinq minutes avant de toucher une zone intime.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",44,seduction-44,Mots seuls,🗣️,Séduire l’autre uniquement avec les mots pendant cinq minutes.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",45,seduction-45,Regard seul,👁️,Séduire l’autre uniquement avec le regard et les expressions du visage pendant trois minutes.,practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",46,seduction-46,Surprise sexy,🎁,"Préparer une surprise excitante en privé : tenue, message, ambiance ou accessoire doux.",practice,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",47,seduction-47,Amants secrets,🕵️,Vous donner rendez-vous comme des amants secrets dans une pièce privée.,practice,aventureux
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",48,seduction-48,Interdit fictif,🚪,Jouer un “on ne devrait pas” totalement fictif dans un coin privé.,practice,aventureux
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",49,seduction-49,Menu intime,🍽️,"Au dîner, poser une question intime différente à chaque étape du repas.",discussion,sensuel
4,2026-07-06,3,Séduction,Séduction,oui,"Messages, regards, teasing et tension avant de passer aux choses sérieuses.",50,seduction-50,Envie révélée,🔓,Finir la soirée en révélant une envie précise que vous aimeriez tester bientôt.,discussion,sensuel
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,1,hot-01,Initiative,🚀,Commencer un moment intime en embrassant l’autre et en lui disant exactement ce que vous proposez.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,2,hot-02,Dis-le,🗣️,"À tour de rôle, dire une phrase complète qui commence par “j’ai envie que tu…”.",discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,3,hot-03,Plus intense,🔥,Faire l’amour avec plus d’énergie que d’habitude tout en gardant un mot pour ralentir.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,4,hot-04,Nouvelle position,🔄,"Essayer une position que vous ne faites presque jamais, puis dire si elle mérite d’être refaite.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,5,hot-05,Hors du lit,🛋️,"Faire l’amour ailleurs que dans le lit, dans un endroit privé où vous pouvez vous coller sans retenue.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,6,hot-06,Matin chaud,🌅,Faire l’amour au réveil avant de commencer la journée.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,7,hot-07,Plein jour,☀️,"Faire l’amour en journée, lumière naturelle allumée ou rideaux ouverts sur un espace privé.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,8,hot-08,Soirée sexe,🌶️,"Réserver une soirée entière au plaisir avec au moins trois étapes : baisers, caresses, rapport ou oral.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,9,hot-09,Préliminaires,⏳,Faire durer les préliminaires au moins quinze minutes de plus que d’habitude.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,10,hot-10,Plus vocal,🔊,Oser faire plus de bruit pendant l’acte ou dire un mot quand quelque chose fait du bien.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,11,hot-11,En direct,📡,"Pendant le moment intime, dire en direct “plus lent”, “plus fort”, “continue” ou “comme ça”.",discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,12,hot-12,Plus lent,🐢,Ralentir volontairement le rythme pendant deux minutes pour rendre chaque mouvement plus intense.,discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,13,hot-13,Plus fort,⚡,"Augmenter l’intensité pendant quelques minutes : plus de pression, plus de rythme ou une voix plus assumée.",discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,14,hot-14,Doux puis sauvage,🌊,Alterner un moment très tendre puis un moment beaucoup plus passionné.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,15,hot-15,Habillé·e,👔,Garder un vêtement choisi par l’autre pendant le rapport ou les caresses.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,16,hot-16,Miroir,🪞,Faire l’amour ou vous caresser devant un miroir pour vous regarder ensemble.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,17,hot-17,Debout,🧍,"Faire l’amour debout, collés l’un à l’autre contre un mur, une porte ou un meuble stable.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,18,hot-18,Assis,🪑,"Tester une position assise sur une chaise, un canapé ou le bord du lit.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,19,hot-19,L’un mène,🧭,"Pendant dix minutes, une personne mène entièrement le rythme, les positions et les changements.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,20,hot-20,Recevoir oral,👅,Recevoir une fellation ou un cunnilingus en laissant l’autre faire monter le plaisir à sa façon.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,21,hot-21,Donner oral,😮‍💨,Donner une fellation ou un cunnilingus en demandant ce qui fait le plus de bien.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,22,hot-22,Cunnilingus,👅,"Offrir ou recevoir un cunnilingus long et attentif, sans se presser.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,23,hot-23,Fellation,👄,"Offrir ou recevoir une fellation lente au début, puis de plus en plus assumée.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,24,hot-24,69,☯️,Se donner du plaisir oral en même temps jusqu’à perdre le fil de qui mène le jeu.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,25,hot-25,Oral long,⏰,"Faire du sexe oral le moment principal, sans le traiter comme une simple étape.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,26,hot-26,Guide oral,🎚️,"Guider l’autre pendant une fellation ou un cunnilingus avec trois mots simples : encore, plus lent, plus fort.",discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,27,hot-27,Main + bouche,🤲,"Combiner bouche et mains pendant le plaisir oral, en gardant le rythme demandé.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,28,hot-28,Clito précis,🎯,"Stimuler le clitoris avec un rythme précis et régulier, sans changer trop vite.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,29,hot-29,Pénis lent,🍌,"Stimuler le pénis lentement avec la main ou la bouche, sans accélérer avant d’y être invité·e.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,30,hot-30,Sextoy simple,🧸,Ajouter un sextoy facile à utiliser pendant les caresses ou le rapport.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,31,hot-31,Lubrifiant,💧,"Utiliser du lubrifiant pour rendre les caresses, l’oral ou la pénétration plus glissants.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,32,hot-32,Profond lent,🌊,"Essayer une pénétration lente et profonde, en gardant chaque mouvement jusqu’au bout.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,33,hot-33,Rythmé,🥁,"Essayer une pénétration plus rythmée pendant quelques minutes, jusqu’à sentir la tension monter.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,34,hot-34,Se laisser désirer,🫠,"Laisser l’autre vous regarder, vous embrasser et vous désirer sans vous cacher.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,35,hot-35,Recevoir,🎁,Recevoir du plaisir pendant dix minutes sans chercher à rendre immédiatement.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,36,hot-36,Donner,🤲,Donner du plaisir pendant dix minutes sans attendre de retour immédiat.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,37,hot-37,Tour de rôle,🔁,"Faire un tour où l’un reçoit tout, puis inverser les rôles.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,38,hot-38,Nuit culte,🏆,"Rejouer une nuit ou une scène sexuelle que vous avez adorée, avec un détail amélioré.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,39,hot-39,Dirty talk,🌶️,"Utiliser trois phrases crues pendant le moment, sans les adoucir.",discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,40,hot-40,Contrôle,🎮,Laisser l’autre prendre les commandes pendant dix minutes.,discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,41,hot-41,Encore,✅,Utiliser “encore” comme feu vert chaque fois que vous voulez que l’autre continue.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,42,hot-42,Continue,⏩,Dire “continue” au moment exact où vous ne voulez surtout pas que l’autre s’arrête.,discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,43,hot-43,Sur le corps,💦,Finir sur une zone du corps choisie pour la scène.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,44,hot-44,Dans la bouche,👅,Finir dans la bouche dans une scène pensée pour ça.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,45,hot-45,À l’intérieur,🔒,Finir à l’intérieur pendant un rapport particulièrement intime.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,46,hot-46,Lumière allumée,💡,Faire l’amour avec une lumière allumée pour vous voir vraiment.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,47,hot-47,Noir complet,🌑,Faire l’amour dans le noir complet et guider l’autre avec la voix.,practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,48,hot-48,Pause brûlante,🛑,Suspendre le mouvement trente secondes pour dire exactement ce qui donne envie de continuer.,discussion,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,49,hot-49,Plus sauvage,🐺,"Refaire une pratique connue en version plus animale, plus directe et plus intense.",practice,aventureux
4,2026-07-06,4,Hot,Hot,oui,Des cartes plus directes pour faire grimper la température dans le couple.,50,hot-50,Debrief doux,🫶,"Après le moment intime, dire chacun une chose excitante et une chose à ajuster.",discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",1,jeux-et-defis-01,Carte 24h,🃏,Tirer une carte ensemble et la réaliser dans les 24 heures si vous dites tous les deux oui.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",2,jeux-et-defis-02,Action vérité,🎲,"Jouer trois tours d’action ou vérité version couple, avec des questions vraiment spicy.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",3,jeux-et-defis-03,Trois défis,3️⃣,Écrire chacun trois défis coquins et en choisir un à réaliser ce soir.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",4,jeux-et-defis-04,Sans les mains,🙌,Faire un défi de baisers ou de caresses où les mains sont interdites pendant trois minutes.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",5,jeux-et-defis-05,Sans parler,🤐,"Réaliser un défi intime pendant cinq minutes sans parler, uniquement avec les gestes.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",6,jeux-et-defis-06,Yeux bandés,🙈,Faire deviner trois sensations à l’autre pendant qu’il/elle a les yeux bandés.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",7,jeux-et-defis-07,Minuteur,⏱️,Utiliser un minuteur pour faire durer une caresse choisie pendant exactement trois minutes.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",8,jeux-et-defis-08,Dé du désir,🎲,"Écrire six actions intimes numérotées, lancer un dé et réaliser celle qui sort.",practice,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",9,jeux-et-defis-09,Règle du soir,📏,Créer une règle intime pour la soirée et la respecter jusqu’à la fin du jeu.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",10,jeux-et-defis-10,Zone interdite,⛔,Choisir une zone du corps qui devient interdite pendant cinq minutes.,discussion,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",11,jeux-et-defis-11,Baisers interdits,🚫💋,Interdire les baisers pendant cinq minutes pour créer de l’attente.,practice,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",12,jeux-et-defis-12,Devine envie,🔍,"Faire deviner une envie à l’autre avec trois indices, sans dire le mot principal.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",13,jeux-et-defis-13,Tirage fantasme,🎟️,"Écrire trois fantasmes réalisables ou imaginaires, en tirer un et décider sa version douce.",discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",14,jeux-et-defis-14,Roue des envies,🎡,Créer une mini-roue de quatre envies et laisser le hasard choisir la première étape.,practice,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",15,jeux-et-defis-15,Tu préfères,⚖️,"Jouer à cinq “tu préfères” sexuels ou sensuels, puis tester la réponse la plus excitante.",discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",16,jeux-et-defis-16,Oui peut-être non,🚦,"Classer dix envies en oui, peut-être et non avant d’en choisir une dans la colonne oui.",discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",17,jeux-et-defis-17,Récompense,🏅,Choisir une récompense intime et la donner après un défi réussi.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",18,jeux-et-defis-18,Gage doux,🍬,Donner un gage tendre ou sensuel réalisable en moins de cinq minutes.,practice,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",19,jeux-et-defis-19,Gage spicy,🌶️,Donner un gage plus osé que d’habitude et le rendre impossible à oublier.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",20,jeux-et-defis-20,Massage only,💆,"Pendant dix minutes, tout le jeu passe uniquement par le massage.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",21,jeux-et-defis-21,Baisers only,💋,"Pendant cinq minutes, tout le jeu passe uniquement par les baisers.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",22,jeux-et-defis-22,Préliminaires only,⏳,"Faire un moment intime centré sur les préliminaires, sans passer directement au rapport.",practice,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",23,jeux-et-defis-23,Sans pénétration,🚫,"Partager un moment sexuel sans pénétration, en choisissant deux autres formes de plaisir.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",24,jeux-et-defis-24,Oral only,👅,Faire un défi centré uniquement sur le sexe oral pendant quelques minutes.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",25,jeux-et-defis-25,Oral prolongé,⏰,Faire durer une fellation ou un cunnilingus plus longtemps que d’habitude.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",26,jeux-et-defis-26,Guide-moi,🧭,"Une personne guide chaque geste pendant cinq minutes, l’autre suit uniquement les consignes.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",27,jeux-et-defis-27,Rythme imposé,🎚️,"Une personne choisit le rythme pendant trois minutes, puis vous échangez les rôles.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",28,jeux-et-defis-28,Je peux ?,🙋,Faire monter le jeu en murmurant “je peux ?” avant chaque nouvelle étape.,discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",29,jeux-et-defis-29,Ne touche pas,🙅,Une personne garde les mains immobiles pendant cinq minutes pendant que l’autre la chauffe.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",30,jeux-et-defis-30,Reste immobile,🗿,Une personne reste immobile pendant trois minutes pendant que l’autre choisit les caresses.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",31,jeux-et-defis-31,Plus vocal,🔊,Le défi est d’oser exprimer plus fort ce qui fait du bien pendant une minute.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",32,jeux-et-defis-32,Mots crus,🌶️,Choisir trois mots plus directs pour la soirée et les utiliser au bon moment.,discussion,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",33,jeux-et-defis-33,Nouvelle pièce,🚪,Essayer un moment intime dans une pièce privée où vous ne le faites presque jamais.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",34,jeux-et-defis-34,Nouvelle position,🔄,Tirer ou choisir une position inhabituelle et la tester quelques minutes.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",35,jeux-et-defis-35,Nouvel accessoire,🧰,"Ajouter un accessoire doux, un bandeau ou un sextoy simple au prochain moment intime.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",36,jeux-et-defis-36,Bandeau,🙈,Mettre un bandeau à l’un de vous et lui faire découvrir trois sensations.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",37,jeux-et-defis-37,Mains liées,🪢,Attacher doucement les mains avec un foulard facile à retirer.,practice,aventureux
